Order_Number,Order_Date,Ship_Date,Customer_Name_Index,Channel,Currency_Code,Warehouse_Code,Delivery_Region_Index,Product_Description_Index,Order_Quantity,Unit_Selling_Price,Unit_Cost
SO - 0004287,12/13/2020,12/24/2020,36,Export,USD,AXW291,67,5,6,6130.5,3494.385
SO - 0007332,12/13/2020,12/31/2020,41,Wholesale,USD,AXW291,85,7,6,5889.3,4711.44
SO - 000260,12/14/2020,12/22/2020,26,Wholesale,NZD,AXW291,47,1,7,1005,412.05
SO - 0001192,12/14/2020,12/17/2020,42,Distributor,USD,AXW291,4,1,6,1065.3,500.691
SO - 0001472,12/14/2020,12/22/2020,27,Distributor,NZD,AXW291,24,7,11,2666.6,1893.286
SO - 0002357,12/14/2020,1/1/2021,3,Distributor,NZD,AXW291,38,13,12,1011.7,748.658
SO - 0002402,12/14/2020,12/24/2020,12,Wholesale,NZD,AXW291,39,3,6,5976.4,3585.84
SO - 0003056,12/14/2020,12/17/2020,33,Wholesale,AUD,AXW291,100,2,12,3932.9,2045.108
SO - 0003486,12/14/2020,12/17/2020,6,Wholesale,AUD,AXW291,43,1,12,167.5,142.375
SO - 0005338,12/14/2020,12/31/2020,23,Distributor,GBP,AXW291,84,14,5,3825.7,2257.163
SO - 0007740,12/14/2020,12/22/2020,31,Distributor,NZD,AXW291,16,1,12,871,679.38
SO - 0007987,12/14/2020,12/22/2020,42,Wholesale,NZD,AXW291,49,11,12,2425.4,1479.494
SO - 000431,12/15/2020,12/30/2020,13,Wholesale,USD,AXW291,81,12,9,3966.4,3371.44
SO - 0001238,12/15/2020,12/31/2020,49,Wholesale,NZD,AXW291,32,5,10,2546,1782.2
SO - 0001485,12/15/2020,12/18/2020,39,Wholesale,USD,AXW291,8,1,11,3658.2,2707.068
SO - 0002755,12/15/2020,12/29/2020,48,Distributor,USD,AXW291,91,3,10,904.5,606.015
SO - 0005981,12/15/2020,12/31/2020,30,Distributor,NZD,AXW291,30,4,10,2311.5,1086.405
SO - 0005991,12/15/2020,12/21/2020,18,Distributor,GBP,AXW291,92,7,10,1072,428.8
SO - 000406,12/16/2020,12/29/2020,41,Wholesale,USD,AXW291,42,11,8,1206,988.92
SO - 000991,12/16/2020,12/24/2020,32,Distributor,NZD,AXW291,75,1,11,6197.5,4214.3
SO - 0001001,12/16/2020,12/26/2020,46,Export,USD,AXW291,44,13,8,174.2,101.036
SO - 0004314,12/16/2020,12/19/2020,8,Wholesale,USD,AXW291,76,6,6,254.6,185.858
SO - 0004966,12/16/2020,12/25/2020,1,Wholesale,AUD,AXW291,37,11,7,1715.2,806.144
SO - 0006575,12/16/2020,1/1/2021,42,Wholesale,NZD,AXW291,77,13,8,2680,2251.2
SO - 000164,12/17/2020,12/22/2020,40,Wholesale,NZD,AXW291,4,9,12,2257.9,1761.162
SO - 000400,12/17/2020,1/2/2021,1,Wholesale,USD,AXW291,25,9,6,5708.4,2682.948
SO - 000502,12/17/2020,12/20/2020,47,Distributor,NZD,AXW291,23,4,5,2412,1109.52
SO - 0001597,12/17/2020,12/24/2020,14,Distributor,AUD,AXW291,36,13,10,3611.3,2672.362
SO - 0002360,12/17/2020,12/22/2020,17,Wholesale,NZD,AXW291,96,12,7,1118.9,906.309
SO - 0003213,12/17/2020,1/2/2021,13,Wholesale,EUR,AXW291,64,1,10,690.1,324.347
SO - 0004445,12/17/2020,1/3/2021,6,Distributor,AUD,AXW291,88,11,6,3979.8,2268.486
SO - 0004905,12/17/2020,1/1/2021,1,Export,NZD,AXW291,22,11,9,2626.4,1549.576
SO - 0005061,12/17/2020,1/4/2021,2,Wholesale,USD,AXW291,20,11,11,2231.1,1070.928
SO - 0005297,12/17/2020,1/3/2021,9,Distributor,USD,AXW291,72,11,7,2606.3,1172.835
SO - 0005524,12/17/2020,12/29/2020,42,Export,EUR,AXW291,47,5,7,3993.2,1637.212
SO - 0005531,12/17/2020,12/24/2020,39,Wholesale,AUD,AXW291,21,1,5,1132.3,702.026
SO - 0005892,12/17/2020,12/27/2020,32,Wholesale,USD,AXW291,23,5,12,247.9,193.362
SO - 0006273,12/17/2020,12/20/2020,32,Distributor,NZD,AXW291,89,1,9,3356.7,1779.051
SO - 0006433,12/17/2020,12/21/2020,39,Wholesale,GBP,AXW291,38,4,10,2974.8,1784.88
SO - 000757,12/18/2020,1/5/2021,24,Distributor,AUD,AXW291,50,1,5,871,661.96
SO - 000824,12/18/2020,12/25/2020,11,Wholesale,NZD,AXW291,59,8,11,1179.2,825.44
SO - 000828,12/18/2020,12/29/2020,27,Wholesale,NZD,AXW291,40,13,5,1916.2,1015.586
SO - 0001433,12/18/2020,12/21/2020,9,Wholesale,NZD,AXW291,40,5,11,2458.9,1819.586
SO - 0001858,12/18/2020,12/29/2020,41,Distributor,USD,AXW291,99,12,8,897.8,619.482
SO - 0002365,12/18/2020,12/26/2020,46,Distributor,USD,AXW291,65,13,5,5272.9,2636.45
SO - 0002434,12/18/2020,1/1/2021,47,Wholesale,GBP,AXW291,88,7,10,3845.8,2922.808
SO - 0003539,12/18/2020,12/31/2020,42,Wholesale,USD,AXW291,25,13,11,1889.4,1020.276
SO - 0004568,12/18/2020,1/3/2021,38,Distributor,AUD,AXW291,91,11,9,1172.5,738.675
SO - 0004854,12/18/2020,12/22/2020,23,Export,NZD,AXW291,77,1,7,1118.9,760.852
SO - 0005095,12/18/2020,1/2/2021,5,Distributor,USD,AXW291,7,11,10,227.8,166.294
SO - 0006560,12/18/2020,12/27/2020,3,Wholesale,NZD,AXW291,18,1,10,911.2,637.84
SO - 0007226,12/18/2020,12/28/2020,35,Wholesale,EUR,AXW291,74,11,5,1092.1,797.233
SO - 0001299,12/19/2020,1/6/2021,38,Distributor,EUR,AXW291,59,11,9,1172.5,926.275
SO - 0001467,12/19/2020,12/22/2020,5,Distributor,NZD,AXW291,91,5,10,6358.3,2543.32
SO - 0001833,12/19/2020,1/5/2021,5,Wholesale,NZD,AXW291,3,13,10,1065.3,564.609
SO - 0003942,12/19/2020,12/30/2020,34,Distributor,AUD,AXW291,34,5,6,2525.9,1010.36
SO - 0006020,12/19/2020,12/23/2020,37,Wholesale,NZD,AXW291,60,7,10,5118.8,3890.288
SO - 0006255,12/19/2020,1/3/2021,26,Distributor,USD,AXW291,73,2,8,1172.5,527.625
SO - 0006454,12/19/2020,12/28/2020,19,Wholesale,USD,AXW291,36,1,6,1105.5,519.585
SO - 0007716,12/19/2020,1/2/2021,9,Distributor,NZD,AXW291,34,7,10,2432.1,1240.371
SO - 0001448,12/20/2020,12/27/2020,36,Wholesale,USD,AXW291,97,11,8,4020,3015
SO - 0003015,12/20/2020,12/27/2020,46,Export,NZD,AXW291,78,11,12,2613,1802.97
SO - 0003627,12/20/2020,1/4/2021,9,Export,AUD,AXW291,91,1,10,214.4,100.768
SO - 0004477,12/20/2020,1/2/2021,50,Wholesale,AUD,AXW291,76,2,8,2338.3,1987.555
SO - 0006178,12/20/2020,12/30/2020,8,Distributor,NZD,AXW291,66,1,8,1748.7,734.454
SO - 0006399,12/20/2020,12/25/2020,50,Wholesale,NZD,AXW291,5,5,6,1333.3,1026.641
SO - 0006503,12/20/2020,12/29/2020,17,Wholesale,AUD,AXW291,36,1,9,716.9,379.957
SO - 0006944,12/20/2020,12/23/2020,47,Distributor,NZD,AXW291,96,1,11,844.2,709.128
SO - 0007772,12/20/2020,1/4/2021,27,Wholesale,USD,AXW291,71,2,11,227.8,191.352
SO - 000245,12/21/2020,12/25/2020,43,Distributor,NZD,AXW291,20,2,10,1092.1,655.26
SO - 000632,12/21/2020,1/3/2021,35,Distributor,USD,AXW291,20,11,8,1835.8,1248.344
SO - 000978,12/21/2020,12/27/2020,18,Wholesale,NZD,AXW291,72,7,8,180.9,135.675
SO - 0001695,12/21/2020,12/28/2020,23,Distributor,NZD,AXW291,84,13,6,1855.9,816.596
SO - 0004221,12/21/2020,1/4/2021,36,Wholesale,EUR,AXW291,92,5,8,3906.1,2538.965
SO - 0006537,12/21/2020,1/6/2021,7,Distributor,USD,AXW291,1,7,7,1105.5,928.62
SO - 0006806,12/21/2020,1/6/2021,25,Wholesale,AUD,AXW291,64,3,12,6452.1,2903.445
SO - 0007212,12/21/2020,12/25/2020,11,Export,USD,AXW291,25,7,5,5708.4,2283.36
SO - 0008081,12/21/2020,12/31/2020,16,Distributor,NZD,AXW291,36,7,9,1862.6,1117.56
SO - 0008084,12/21/2020,1/5/2021,44,Distributor,GBP,AXW291,86,11,7,3959.7,2930.178
SO - 000444,12/22/2020,12/28/2020,48,Wholesale,NZD,AXW291,82,1,11,1118.9,794.419
SO - 0001575,12/22/2020,12/29/2020,50,Wholesale,EUR,AXW291,76,7,5,1922.9,1211.427
SO - 0001662,12/22/2020,12/29/2020,48,Wholesale,NZD,AXW291,95,7,7,241.2,115.776
SO - 0001698,12/22/2020,12/26/2020,9,Wholesale,AUD,AXW291,4,1,11,737,375.87
SO - 0001821,12/22/2020,1/8/2021,36,Wholesale,NZD,AXW291,71,11,11,6097,2926.56
SO - 0002653,12/22/2020,12/27/2020,12,Wholesale,NZD,AXW291,5,1,5,1031.8,515.9
SO - 0006183,12/22/2020,12/29/2020,49,Export,USD,AXW291,39,9,11,5983.1,2871.888
SO - 0006300,12/22/2020,12/26/2020,33,Wholesale,AUD,AXW291,100,2,7,1085.4,738.072
SO - 0006434,12/22/2020,1/3/2021,5,Wholesale,EUR,AXW291,28,7,7,5654.8,3110.14
SO - 000223,12/23/2020,1/5/2021,47,Export,AUD,AXW291,33,9,11,1802.3,756.966
SO - 000274,12/23/2020,1/3/2021,44,Distributor,USD,AXW291,93,7,7,241.2,115.776
SO - 0001805,12/23/2020,1/5/2021,33,Distributor,NZD,AXW291,55,1,11,5648.1,2372.202
SO - 0004388,12/23/2020,1/9/2021,23,Wholesale,GBP,AXW291,36,6,12,2653.2,1751.112
SO - 0004734,12/23/2020,12/31/2020,23,Distributor,USD,AXW291,8,11,9,1105.5,486.42
SO - 0005540,12/23/2020,1/1/2021,19,Export,NZD,AXW291,87,13,11,3993.2,3354.288
SO - 0007434,12/23/2020,1/3/2021,10,Wholesale,NZD,AXW291,34,7,10,1768.8,1238.16
SO - 000535,12/24/2020,1/5/2021,38,Export,NZD,AXW291,36,7,6,1929.6,849.024
SO - 0001275,12/24/2020,1/4/2021,4,Wholesale,USD,AXW291,21,1,11,1775.5,1207.34
SO - 0001901,12/24/2020,1/5/2021,16,Distributor,NZD,AXW291,36,8,6,1179.2,754.688
SO - 0002506,12/24/2020,1/1/2021,44,Export,AUD,AXW291,54,12,12,1949.7,896.862
SO - 0002566,12/24/2020,1/2/2021,45,Export,NZD,AXW291,9,6,9,3819,2176.83
SO - 0002609,12/24/2020,1/8/2021,25,Wholesale,USD,AXW291,33,9,11,857.6,471.68
SO - 0002992,12/24/2020,12/31/2020,11,Wholesale,USD,AXW291,35,11,8,3872.6,2904.45
SO - 0003148,12/24/2020,1/1/2021,34,Wholesale,NZD,AXW291,78,1,9,2512.5,1080.375
SO - 0004642,12/24/2020,1/6/2021,33,Distributor,USD,AXW291,94,13,7,964.8,405.216
SO - 0005632,12/24/2020,12/28/2020,21,Wholesale,GBP,AXW291,34,13,7,3705.1,2778.825
SO - 0007794,12/24/2020,1/11/2021,48,Wholesale,USD,AXW291,94,11,9,1165.8,582.9
SO - 0001956,12/25/2020,1/5/2021,19,Wholesale,USD,AXW291,39,9,5,3946.3,2367.78
SO - 0002146,12/25/2020,1/12/2021,33,Wholesale,NZD,AXW291,23,7,11,1896.1,1346.231
SO - 0002726,12/25/2020,12/29/2020,41,Wholesale,GBP,AXW291,29,2,12,2633.1,1211.226
SO - 0003226,12/25/2020,12/31/2020,44,Wholesale,AUD,AXW291,82,6,9,3912.8,1721.632
SO - 0001759,12/26/2020,1/10/2021,24,Export,NZD,AXW291,83,5,9,2680,2144
SO - 0006060,12/26/2020,1/11/2021,15,Wholesale,NZD,AXW291,93,5,8,1078.7,528.563
SO - 0001824,12/27/2020,1/4/2021,9,Wholesale,AUD,AXW291,41,9,5,1031.8,691.306
SO - 0002007,12/27/2020,1/6/2021,19,Distributor,NZD,AXW291,8,1,8,3966.4,2379.84
SO - 0002606,12/27/2020,1/2/2021,44,Distributor,USD,AXW291,39,12,5,187.6,125.692
SO - 0004942,12/27/2020,1/5/2021,40,Distributor,NZD,AXW291,45,7,10,221.1,170.247
SO - 0005089,12/27/2020,1/5/2021,41,Wholesale,NZD,AXW291,49,1,5,3912.8,1956.4
SO - 0006553,12/27/2020,1/6/2021,21,Distributor,USD,AXW291,22,9,9,998.3,469.201
SO - 0006934,12/27/2020,1/9/2021,31,Distributor,NZD,AXW291,16,7,9,3839.1,2418.633
SO - 0006977,12/27/2020,1/2/2021,5,Distributor,GBP,AXW291,85,1,5,167.5,73.7
SO - 0007124,12/27/2020,1/3/2021,39,Export,GBP,AXW291,39,13,11,3490.7,1815.164
SO - 000796,12/28/2020,1/14/2021,27,Distributor,NZD,AXW291,39,5,5,6338.2,3802.92
SO - 0002524,12/28/2020,1/10/2021,13,Wholesale,USD,AXW291,22,7,9,2552.7,1455.039
SO - 0002761,12/28/2020,1/7/2021,45,Export,NZD,AXW291,22,2,5,971.5,806.345
SO - 0002771,12/28/2020,1/2/2021,38,Wholesale,USD,AXW291,95,4,7,5205.9,4372.956
SO - 0003595,12/28/2020,1/8/2021,49,Distributor,NZD,AXW291,95,6,6,2586.2,2172.408
SO - 0004507,12/28/2020,1/13/2021,39,Wholesale,NZD,AXW291,7,11,8,3852.5,2041.825
SO - 0002234,12/29/2020,1/8/2021,23,Distributor,EUR,AXW291,30,11,6,1118.9,827.986
SO - 0003073,12/29/2020,1/2/2021,11,Export,NZD,AXW291,1,5,7,5045.1,2623.452
SO - 0003508,12/29/2020,1/5/2021,21,Wholesale,AUD,AXW291,18,8,9,3886,2953.36
SO - 0003663,12/29/2020,1/10/2021,2,Wholesale,AUD,AXW291,42,10,5,871,435.5
SO - 0005385,12/29/2020,1/13/2021,2,Wholesale,AUD,AXW291,37,11,11,1098.8,681.256
SO - 0006512,12/29/2020,1/5/2021,22,Distributor,EUR,AXW291,74,9,5,1005,603
SO - 0007414,12/29/2020,1/11/2021,43,Export,USD,AXW291,36,2,12,5313.1,2815.943
SO - 0001688,12/30/2020,1/5/2021,49,Wholesale,USD,AXW291,1,1,9,1098.8,846.076
SO - 0001927,12/30/2020,1/10/2021,40,Distributor,NZD,AXW291,43,1,5,958.1,603.603
SO - 0002091,12/30/2020,1/5/2021,26,Export,GBP,AXW291,25,2,8,3584.5,2365.77
SO - 0002410,12/30/2020,1/6/2021,18,Distributor,USD,AXW291,98,2,11,1058.6,624.574
SO - 0002430,12/30/2020,1/13/2021,20,Wholesale,NZD,AXW291,95,9,11,1145.7,595.764
SO - 0002576,12/30/2020,1/17/2021,29,Wholesale,AUD,AXW291,55,13,12,1098.8,725.208
SO - 0003684,12/30/2020,1/10/2021,23,Wholesale,USD,AXW291,41,1,9,1159.1,741.824
SO - 0007533,12/30/2020,1/16/2021,8,Wholesale,NZD,AXW291,27,1,6,2371.8,1209.618
SO - 000562,12/31/2020,1/4/2021,50,Distributor,EUR,AXW291,6,1,6,221.1,179.091
SO - 0002722,12/31/2020,1/11/2021,47,Export,USD,AXW291,51,2,9,2619.7,1493.229
SO - 0002843,12/31/2020,1/10/2021,16,Export,NZD,AXW291,89,14,10,3839.1,2111.505
SO - 0003869,12/31/2020,1/8/2021,7,Wholesale,NZD,AXW291,99,11,12,4020,2291.4
SO - 0003966,12/31/2020,1/15/2021,8,Wholesale,USD,AXW291,65,7,12,6478.9,4664.808
SO - 0006859,12/31/2020,1/9/2021,7,Wholesale,AUD,AXW291,72,7,11,3872.6,1665.218
SO - 0007325,12/31/2020,1/16/2021,39,Wholesale,AUD,AXW291,54,11,10,1226.1,674.355
SO - 000300,1/1/2021,1/14/2021,38,Wholesale,EUR,AXW291,42,11,11,1005,522.6
SO - 000461,1/1/2021,1/17/2021,50,Distributor,AUD,AXW291,44,5,5,3832.4,2452.736
SO - 0001281,1/1/2021,1/7/2021,9,Distributor,AUD,AXW291,35,1,9,1299.8,623.904
SO - 0001572,1/1/2021,1/9/2021,19,Export,EUR,AXW291,94,1,5,1118.9,749.663
SO - 0001736,1/1/2021,1/4/2021,46,Distributor,NZD,AXW291,64,1,10,207.7,120.466
SO - 0002665,1/1/2021,1/15/2021,39,Distributor,NZD,AXW291,76,5,5,2954.7,1300.068
SO - 0002818,1/1/2021,1/19/2021,13,Wholesale,NZD,AXW291,69,5,11,6405.2,4611.744
SO - 0003233,1/1/2021,1/9/2021,10,Distributor,USD,AXW291,23,11,11,2365.1,1016.993
SO - 0006568,1/1/2021,1/18/2021,26,Wholesale,NZD,AXW291,3,7,9,234.5,194.635
SO - 000266,1/2/2021,1/5/2021,19,Distributor,AUD,AXW291,2,5,6,6324.8,4300.864
SO - 000728,1/2/2021,1/14/2021,21,Wholesale,EUR,AXW291,85,7,5,1876,1500.8
SO - 0001668,1/2/2021,1/17/2021,42,Wholesale,EUR,AXW291,20,10,8,5621.3,3541.419
SO - 0001932,1/2/2021,1/6/2021,29,Distributor,NZD,AXW291,6,1,12,1051.9,631.14
SO - 0003756,1/2/2021,1/7/2021,34,Export,NZD,AXW291,40,11,10,221.1,128.238
SO - 0003997,1/2/2021,1/20/2021,31,Wholesale,AUD,AXW291,59,1,12,5701.7,2850.85
SO - 0004432,1/2/2021,1/10/2021,26,Distributor,EUR,AXW291,60,11,8,850.9,646.684
SO - 0006519,1/2/2021,1/18/2021,42,Wholesale,AUD,AXW291,27,13,8,1031.8,546.854
SO - 0007936,1/2/2021,1/13/2021,2,Distributor,NZD,AXW291,81,12,5,971.5,524.61
SO - 0002604,1/3/2021,1/17/2021,48,Wholesale,NZD,AXW291,49,3,11,5688.3,3356.097
SO - 0002905,1/3/2021,1/15/2021,6,Wholesale,AUD,AXW291,73,5,9,2753.7,1679.757
SO - 0002980,1/3/2021,1/21/2021,30,Distributor,GBP,AXW291,57,1,11,984.9,778.071
SO - 0007282,1/3/2021,1/13/2021,17,Wholesale,NZD,AXW291,8,4,10,3939.6,2048.592
SO - 0007313,1/3/2021,1/8/2021,33,Wholesale,GBP,AXW291,37,4,7,3262.9,2349.288
SO - 0008042,1/3/2021,1/12/2021,11,Export,USD,AXW291,27,3,7,1105.5,619.08
SO - 0003776,1/4/2021,1/12/2021,26,Distributor,USD,AXW291,75,11,5,4013.3,2969.842
SO - 0004290,1/4/2021,1/20/2021,20,Export,EUR,AXW291,45,1,6,1735.3,850.297
SO - 0005158,1/4/2021,1/8/2021,20,Wholesale,EUR,AXW291,85,7,5,1058.6,571.644
SO - 0006033,1/4/2021,1/9/2021,36,Wholesale,USD,AXW291,34,2,11,871,426.79
SO - 0006963,1/4/2021,1/13/2021,16,Wholesale,NZD,AXW291,21,2,6,6398.5,4606.92
SO - 0007294,1/4/2021,1/22/2021,40,Distributor,NZD,AXW291,21,5,12,174.2,94.068
SO - 0007628,1/4/2021,1/13/2021,38,Export,AUD,AXW291,32,5,5,207.7,97.619
SO - 000950,1/5/2021,1/19/2021,19,Distributor,GBP,AXW291,87,1,7,830.8,515.096
SO - 0001126,1/5/2021,1/14/2021,2,Wholesale,AUD,AXW291,4,1,10,877.7,631.944
SO - 0002070,1/5/2021,1/9/2021,50,Distributor,NZD,AXW291,73,9,9,207.7,159.929
SO - 0002186,1/5/2021,1/18/2021,41,Wholesale,USD,AXW291,4,13,12,5353.3,3533.178
SO - 0002492,1/5/2021,1/22/2021,31,Export,USD,AXW291,13,2,5,2224.4,1201.176
SO - 0005193,1/5/2021,1/13/2021,30,Distributor,USD,AXW291,21,7,11,194.3,108.808
SO - 0005899,1/5/2021,1/22/2021,39,Wholesale,USD,AXW291,59,6,7,5266.2,2791.086
SO - 0006641,1/5/2021,1/9/2021,19,Wholesale,USD,AXW291,55,13,6,2847.5,2021.725
SO - 0006877,1/5/2021,1/13/2021,43,Distributor,NZD,AXW291,58,7,10,2278,1116.22
SO - 000544,1/6/2021,1/22/2021,15,Wholesale,AUD,AXW291,17,2,6,3725.2,2048.86
SO - 0003610,1/6/2021,1/13/2021,4,Wholesale,USD,AXW291,8,5,7,1038.5,654.255
SO - 0004055,1/6/2021,1/24/2021,37,Wholesale,USD,AXW291,29,7,9,6472.2,3106.656
SO - 0007273,1/6/2021,1/9/2021,12,Distributor,EUR,AXW291,96,13,11,6237.7,4304.013
SO - 0007851,1/6/2021,1/10/2021,36,Wholesale,NZD,AXW291,52,9,6,1025.1,799.578
SO - 000290,1/7/2021,1/16/2021,6,Distributor,USD,AXW291,90,2,6,710.2,390.61
SO - 000643,1/7/2021,1/19/2021,47,Distributor,AUD,AXW291,51,7,7,1005,462.3
SO - 0001287,1/7/2021,1/17/2021,44,Wholesale,USD,AXW291,57,1,11,2311.5,1433.13
SO - 0002641,1/7/2021,1/11/2021,2,Wholesale,NZD,AXW291,10,7,10,2613,1620.06
SO - 0003326,1/7/2021,1/19/2021,2,Export,EUR,AXW291,7,11,12,241.2,161.604
SO - 0003564,1/7/2021,1/21/2021,48,Export,USD,AXW291,40,3,8,1112.2,633.954
SO - 0003793,1/7/2021,1/19/2021,22,Wholesale,USD,AXW291,93,5,9,3819,2329.59
SO - 0006694,1/7/2021,1/14/2021,50,Distributor,AUD,AXW291,26,1,9,3919.5,2273.31
SO - 0007673,1/7/2021,1/24/2021,3,Wholesale,USD,AXW291,21,5,5,247.9,111.555
SO - 0001028,1/8/2021,1/20/2021,24,Distributor,NZD,AXW291,47,11,7,1118.9,637.773
SO - 0002768,1/8/2021,1/13/2021,18,Wholesale,EUR,AXW291,52,9,11,5494,3296.4
SO - 0002998,1/8/2021,1/24/2021,32,Wholesale,USD,AXW291,29,13,11,254.6,117.116
SO - 0006591,1/8/2021,1/24/2021,18,Distributor,NZD,AXW291,91,5,12,2345,1031.8
SO - 0007399,1/8/2021,1/24/2021,26,Wholesale,USD,AXW291,22,4,8,2499.1,1499.46
SO - 0007548,1/8/2021,1/23/2021,34,Distributor,AUD,AXW291,93,11,11,1681.7,1227.641
SO - 0008036,1/8/2021,1/26/2021,9,Export,NZD,AXW291,28,2,6,268,201
SO - 000449,1/9/2021,1/17/2021,42,Wholesale,GBP,AXW291,49,1,7,1072,568.16
SO - 0001175,1/9/2021,1/25/2021,49,Wholesale,USD,AXW291,2,9,11,261.3,146.328
SO - 0001336,1/9/2021,1/17/2021,23,Wholesale,NZD,AXW291,14,1,6,1025.1,574.056
SO - 0001558,1/9/2021,1/16/2021,11,Distributor,USD,AXW291,10,13,5,1876,1031.8
SO - 0001753,1/9/2021,1/17/2021,33,Wholesale,AUD,AXW291,94,7,9,2412,1640.16
SO - 0001957,1/9/2021,1/19/2021,17,Wholesale,USD,AXW291,22,1,9,1031.8,835.758
SO - 0002145,1/9/2021,1/19/2021,19,Wholesale,EUR,AXW291,13,7,9,2331.6,1282.38
SO - 0004901,1/9/2021,1/27/2021,39,Wholesale,NZD,AXW291,64,13,9,254.6,188.404
SO - 0004947,1/9/2021,1/16/2021,21,Wholesale,GBP,AXW291,11,7,10,1969.8,1477.35
SO - 0005596,1/9/2021,1/15/2021,35,Distributor,EUR,AXW291,59,1,10,1172.5,996.625
SO - 0005917,1/9/2021,1/24/2021,28,Wholesale,NZD,AXW291,66,11,6,194.3,126.295
SO - 000283,1/10/2021,1/28/2021,11,Wholesale,NZD,AXW291,37,6,12,938,412.72
SO - 000372,1/10/2021,1/22/2021,21,Wholesale,USD,AXW291,17,6,10,911.2,410.04
SO - 0001727,1/10/2021,1/27/2021,9,Wholesale,EUR,AXW291,92,5,12,3879.3,2715.51
SO - 0003960,1/10/2021,1/23/2021,46,Export,NZD,AXW291,42,2,7,201,166.83
SO - 0004650,1/10/2021,1/21/2021,18,Wholesale,USD,AXW291,8,11,11,944.7,377.88
SO - 0004678,1/10/2021,1/21/2021,16,Wholesale,USD,AXW291,31,11,12,3651.5,2921.2
SO - 0004886,1/10/2021,1/18/2021,25,Distributor,NZD,AXW291,94,11,10,254.6,165.49
SO - 0004917,1/10/2021,1/17/2021,1,Wholesale,NZD,AXW291,30,2,7,187.6,88.172
SO - 0005046,1/10/2021,1/28/2021,45,Wholesale,USD,AXW291,90,1,8,2391.9,1841.763
SO - 0005224,1/10/2021,1/14/2021,9,Distributor,GBP,AXW291,71,14,8,5554.3,4276.811
SO - 0006283,1/10/2021,1/23/2021,29,Wholesale,NZD,AXW291,43,11,6,1688.4,1435.14
SO - 0007367,1/10/2021,1/17/2021,11,Wholesale,NZD,AXW291,100,13,11,1031.8,722.26
SO - 0007588,1/10/2021,1/17/2021,42,Distributor,USD,AXW291,56,5,6,991.6,743.7
SO - 0007728,1/10/2021,1/22/2021,15,Wholesale,NZD,AXW291,73,13,5,1112.2,533.856
SO - 000812,1/11/2021,1/16/2021,5,Wholesale,GBP,AXW291,64,9,10,743.7,535.464
SO - 0003476,1/11/2021,1/26/2021,12,Distributor,EUR,AXW291,83,5,9,830.8,697.872
SO - 0003702,1/11/2021,1/26/2021,33,Wholesale,AUD,AXW291,92,5,8,241.2,168.84
SO - 0004700,1/11/2021,1/27/2021,20,Wholesale,GBP,AXW291,35,7,5,5621.3,4215.975
SO - 0005077,1/11/2021,1/21/2021,47,Wholesale,GBP,AXW291,92,11,12,1112.2,645.076
SO - 0005124,1/11/2021,1/25/2021,5,Wholesale,USD,AXW291,81,2,12,3095.4,2073.918
SO - 0005523,1/11/2021,1/23/2021,38,Wholesale,NZD,AXW291,73,9,5,1889.4,1095.852
SO - 0006122,1/11/2021,1/19/2021,9,Export,USD,AXW291,89,7,7,1916.2,1092.234
SO - 0006627,1/11/2021,1/24/2021,3,Wholesale,NZD,AXW291,61,2,5,1232.8,875.288
SO - 0002477,1/12/2021,1/27/2021,18,Wholesale,NZD,AXW291,1,11,11,3758.7,2367.981
SO - 0002490,1/12/2021,1/18/2021,15,Wholesale,NZD,AXW291,63,11,10,1279.7,678.241
SO - 0004217,1/12/2021,1/25/2021,13,Distributor,USD,AXW291,99,11,7,3859.2,2547.072
SO - 0004367,1/12/2021,1/16/2021,6,Distributor,EUR,AXW291,17,7,8,1139,831.47
SO - 0005328,1/12/2021,1/19/2021,46,Wholesale,NZD,AXW291,7,9,12,1072,868.32
SO - 0005674,1/12/2021,1/25/2021,22,Distributor,USD,AXW291,45,13,11,234.5,187.6
SO - 0007094,1/12/2021,1/16/2021,8,Distributor,NZD,AXW291,73,13,12,1159.1,707.051
SO - 0007171,1/12/2021,1/20/2021,5,Wholesale,NZD,AXW291,59,7,5,5621.3,3260.354
SO - 0007349,1/12/2021,1/29/2021,18,Distributor,GBP,AXW291,12,1,6,1112.2,656.198
SO - 0007703,1/12/2021,1/22/2021,44,Wholesale,EUR,AXW291,68,1,5,1983.2,1685.72
SO - 0008045,1/12/2021,1/23/2021,49,Distributor,NZD,AXW291,18,7,8,6284.6,4650.604
SO - 000779,1/13/2021,1/20/2021,11,Export,NZD,AXW291,1,2,8,1748.7,944.298
SO - 0002346,1/13/2021,1/27/2021,13,Distributor,AUD,AXW291,76,1,10,984.9,453.054
SO - 0003587,1/13/2021,1/22/2021,1,Wholesale,NZD,AXW291,29,13,10,3852.5,2658.225
SO - 0003799,1/13/2021,1/20/2021,38,Distributor,USD,AXW291,5,2,6,1045.2,616.668
SO - 0004413,1/13/2021,1/25/2021,24,Wholesale,NZD,AXW291,64,9,5,670,301.5
SO - 0006167,1/13/2021,1/24/2021,9,Export,NZD,AXW291,46,7,10,3825.7,2869.275
SO - 0006223,1/13/2021,1/22/2021,17,Wholesale,NZD,AXW291,68,1,10,2391.9,1793.925
SO - 0006397,1/13/2021,1/22/2021,1,Wholesale,NZD,AXW291,63,11,6,2324.9,1534.434
